feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
3.80323,2.90213,-2.27401,3.0564,2.39942,-0.79696,-0.30076,0.24644,2.5351,-3.08877,1.19079,1.34875,,0.33491,,-0.34355,-0.69336,0.27823,7.38617,,-10.45065,,-0.86278,1.23651,4.31672,0
1.65423,1.65559,1.61539,-2.93056,-0.78698,-1.30074,-1.38966,0.64258,0.62616,0.01722,-0.70785,-1.15781,-1.38839,0.05291,,-0.75915,0.15224,1.30531,-0.13029,0.35238,-3.70007,-2.26005,1.38321,-3.54177,,0
1.96407,,-0.181,2.73502,0.15309,,-0.20342,0.12268,-0.13763,-2.63254,-0.69668,-0.43292,,-0.23383,0.65724,-1.21839,2.02927,-0.27304,4.45933,-0.62735,-4.96773,,-0.48518,2.55392,3.1986,0
1.09151,-1.87426,-2.11764,2.44405,-0.5398,1.11147,-1.55292,-0.1977,-2.03394,1.87864,-0.30396,-0.63094,,-0.73303,,,0.05888,-0.6043,1.62503,-0.66357,0.51749,-0.54907,-3.58041,-0.22969,0.65992,0
2.50847,1.33082,0.33504,1.48779,2.64265,-0.47903,0.23706,1.32062,-0.05253,-1.01115,0.07614,0.80532,,-0.53005,,,0.34718,0.125,4.05087,0.58905,,-1.82151,-0.28239,1.05884,,0
4.37958,1.9938,0.65835,1.34982,-1.94008,-5.32609,-0.62618,3.06681,-2.86926,0.07299,1.83288,-0.04456,-1.16479,0.98049,-1.34672,,1.30273,0.41082,0.37981,,-3.36994,0.10894,1.71116,-7.68211,2.86032,0
2.25944,3.01952,0.93531,-2.54844,0.08244,-3.23428,-1.17989,2.37534,0.05595,-1.09307,0.90836,-0.93926,,0.13814,-0.14074,-1.32801,0.76319,0.08798,1.25417,0.02421,-3.82311,0.23147,1.41753,-7.16994,,0
-2.15048,-0.91433,0.79204,-0.9859,2.82759,-1.36873,2.14034,-0.9433,-1.31132,2.80362,-1.45051,0.84876,,-0.86448,,-1.03377,-0.38155,1.18721,-4.28507,0.22511,2.75586,1.47915,-3.25325,-0.09554,0.08828,0
-0.592,0.08227,1.46225,-3.15483,-1.53944,1.42574,0.48209,-2.8943,0.31676,0.11131,-1.19275,0.00989,0.80116,-0.28126,0.36092,-2.72062,1.99257,-0.95158,-0.52317,-0.25214,-4.67933,,-3.41465,2.3796,,0
,-3.79553,-1.04775,2.95432,0.6004,-0.47272,-1.34551,-2.33268,0.91385,1.13193,0.82394,-0.56746,0.75639,-0.05091,0.00201,-1.04955,0.91901,0.57049,-2.63711,1.348,2.49519,-0.29386,-1.26803,3.05929,1.13391,0
1.9212,,0.47317,-1.53611,2.86435,,0.21294,-3.09276,-0.36622,-0.42404,0.74187,-1.09437,1.12708,-0.21103,,,0.44133,-0.24732,-0.60077,-0.63006,-2.8402,,-3.9593,6.06627,,1
-4.34261,,3.35277,,-1.78573,-1.83582,-0.68787,0.08295,-4.4826,2.40244,0.67709,-1.12405,,-0.75424,,0.79688,-2.27617,-1.09005,-9.23967,-0.91917,10.43392,,-0.44558,-1.77814,,0
,1.07949,-1.15175,-8.05468,0.21369,-1.20424,0.59243,-4.81685,5.39744,0.78326,-1.75483,0.24145,,-0.72591,2.04608,,-0.09698,0.53562,-4.80283,-1.0209,-5.42007,0.70214,-3.81638,-5.4255,-2.80408,1
-0.89395,1.98644,0.40139,,-1.58171,,-0.15995,1.46141,-1.22217,0.44412,0.51532,0.26651,,0.10015,-0.91269,0.33993,-0.70118,1.73868,-1.79484,,2.41801,,0.3902,-4.91841,-1.41191,0
-0.66778,2.00092,0.1502,,-1.33992,-2.66414,0.26686,2.18295,-1.81723,-1.11367,1.40453,0.36552,,-0.38152,,,-0.94661,0.84963,0.06344,-0.39439,1.25791,,0.1668,-5.32862,0.0529,0
-2.51123,1.54383,3.02115,-5.69763,-3.10648,2.46845,1.04554,0.05591,-1.75435,1.64875,0.56599,-1.60576,,0.95627,0.15926,-3.79344,0.24827,1.66392,0.29123,,-1.36084,,-3.64701,-2.25399,1.4487,0
-1.39508,1.77749,0.59183,-4.44836,0.1231,0.82348,0.1399,-1.58446,-2.98653,0.00839,1.33305,1.42315,,0.24523,,-5.59357,-0.76936,0.56128,0.65319,0.59277,-2.63293,0.33617,-8.87107,-1.24911,0.4856,0
-0.09911,-0.79725,-0.61901,,1.97828,,-0.43313,-1.31563,-1.71998,-0.91342,1.56493,0.04704,,1.29727,1.11798,,1.08402,-0.90046,1.78403,-1.48737,1.56512,1.34749,-4.27244,5.67957,-1.42262,1
,,0.1883,0.57658,2.24703,-1.64985,1.48979,0.26975,-4.24286,-0.56682,-1.11929,-1.81013,,-0.87832,,-1.3112,-2.51766,-1.1354,-1.20591,-1.17556,3.48589,-1.38427,-5.99403,0.73611,,0
-0.29123,-0.77186,-2.15598,,-0.4503,-0.12379,-1.88022,0.89812,-1.86052,-2.41637,0.80216,0.397,,0.03812,,0.4559,0.23197,0.19426,3.87816,-0.27888,1.34038,,-0.71051,3.56384,,0
1.62405,-0.15763,4.19529,-3.88723,1.06538,-1.33784,-1.80892,0.84351,-2.05249,-0.44382,0.78224,0.48722,,-1.10678,,,1.32374,-0.77721,-0.50402,,-1.70028,,-0.36294,-1.49219,-0.20659,0
,0.89719,2.77823,-0.35382,-1.95507,,-0.29417,3.09906,-2.45742,1.43616,0.08688,-0.60051,-0.21215,1.34372,,-0.43473,-0.13279,2.05682,-2.44553,1.27757,-0.17438,,3.61571,-7.01597,2.0818,0
-0.39857,-0.73393,2.08885,-2.29604,0.7368,-1.01614,-0.6634,-0.57364,-0.78739,5.86985,-0.98328,-0.89431,,0.26782,-0.79398,-1.10979,0.67266,0.45795,-4.85409,0.67998,-0.38181,0.95373,-1.64326,-2.28579,,0
2.83034,3.21263,2.94034,-7.37076,5.18019,0.03559,2.11723,0.76998,-0.57038,1.60643,1.79173,0.0928,1.19511,-0.29565,0.63774,,-1.10175,-0.41815,0.68225,0.23766,-5.0348,-1.09489,-3.90137,-3.28257,-1.27498,0
-1.79703,-0.65489,0.71312,2.36539,-0.50948,,1.02932,1.73036,-0.84358,-2.82434,-0.69975,1.51923,,0.99937,,-0.6827,-0.22362,-1.1594,2.90625,0.76534,1.98635,-0.0981,1.45358,1.10046,,0
-1.34433,-0.19549,1.89167,-1.82932,-1.58013,,-0.02481,-0.76156,-2.25874,1.97439,0.20536,-0.5728,,-0.57026,,-1.36384,-1.15424,0.52474,-2.5108,,0.989,,-2.46713,0.44275,1.38339,0
1.21794,5.10359,-1.10548,-4.67715,0.83039,-1.81554,0.87263,0.73562,-3.16211,1.87693,-1.02866,0.01407,0.94886,0.20838,3.00259,-1.07076,0.64046,-1.70708,-2.05253,-2.02921,-0.4675,,-6.04235,-7.39273,-1.81982,0
,-2.29652,-1.65511,2.36828,-0.50125,0.89951,-1.28744,0.07874,-0.49314,2.84208,0.25127,1.07592,,-0.23298,-0.35056,,-0.15267,3.0465,-0.09664,,2.51885,-2.10306,-1.2998,-0.70337,0.69136,0
-2.37186,1.49728,4.34498,-4.65107,-0.00119,1.13194,1.64986,4.25576,-5.89671,3.22439,-0.83181,-0.33629,0.49386,0.18279,-0.45086,,0.79271,1.01329,-0.63275,-1.27058,6.63989,,-2.747,-4.9138,,0
2.23227,-0.06504,-2.2139,7.85538,-1.37351,,-0.71849,1.30632,-2.18918,-3.3386,1.14295,-0.67262,,-1.16355,-0.59158,,0.02706,0.06144,4.91669,,-2.70455,-1.11812,-0.05233,1.61259,4.78549,0
-4.9295,1.04354,0.72723,1.02521,1.34563,-1.56261,-0.60232,1.0318,-3.33035,0.43535,-0.04283,-0.22819,,-0.91818,,,1.46761,-0.50128,-1.99525,-0.41599,5.42337,,-3.66346,-0.04349,1.62927,0
-1.43249,-0.94706,-2.33584,5.55575,1.2937,-0.70993,0.09474,1.37697,-4.49379,-0.54027,-0.47078,-1.04461,1.75075,-0.26238,-0.19007,,-1.46231,0.73767,0.98296,0.10605,6.55366,,-3.59238,1.59628,0.10978,0
2.05743,0.78593,4.65425,,0.4589,-3.21608,0.28103,2.84649,-0.37036,0.60899,0.76588,-0.05927,-0.53562,0.60636,-0.17996,-1.00401,-0.56468,-3.17918,-1.25342,2.01802,,,4.47762,-5.30498,0.71321,0
1.28261,2.08483,-0.10819,-1.4722,-0.38583,-1.99979,0.07451,0.45121,-2.35775,-2.44123,-0.29313,-0.22445,,-0.79429,0.69796,-3.00608,0.13166,-1.84797,1.49576,-1.11712,,,-3.32367,-3.314,-0.29254,0
,,4.74467,-8.90911,-3.25306,3.86383,-0.11835,-2.4209,-0.87429,0.82217,1.60505,0.10423,1.68331,-0.86117,0.83127,-1.50125,-2.25244,0.27643,-2.09472,1.26946,-4.05136,,-1.43887,2.10149,-1.47398,0
-0.52982,-0.70976,3.17984,-3.47585,-2.36387,,0.5274,-0.21229,-0.39148,0.84484,1.06348,-0.04991,-1.0699,0.11004,,-1.75674,1.67061,0.3388,0.51732,-0.7492,-0.96956,1.44009,0.22659,1.35237,,0
1.73065,2.04147,3.38391,-4.91528,4.29145,0.43595,-1.03386,0.07934,-0.06477,1.80814,-1.01378,-1.70039,-0.29944,-1.24573,0.59574,-1.02843,-1.30915,0.73733,-0.15456,-2.35886,-4.32837,,-2.15107,0.5512,0.88717,0
,3.19798,-2.33094,1.67854,-1.11136,-3.2992,0.2011,1.03678,-1.59656,-0.88615,-1.42477,-0.70936,,-1.58562,1.22632,-0.17764,-0.38263,0.47349,1.15082,-1.59777,-3.22055,-0.65772,-1.70666,-4.8715,,0
-2.00795,0.23506,1.37145,-2.19495,-0.18846,,-0.21954,-0.16047,-0.71991,0.69731,-0.20179,0.93373,0.22653,0.03259,,,0.66159,0.76899,0.60616,0.8188,-0.43852,,-2.67627,0.03842,1.01146,0
-0.51938,4.6135,2.49393,-8.65008,0.85032,,0.43533,-5.34829,-1.97065,-0.70702,1.0901,-0.37606,,0.52073,-0.81715,-2.1504,-0.71668,0.42723,-5.76941,0.30082,,,-9.2012,2.54148,-0.04746,0
-3.02178,-1.52252,0.47784,4.18754,1.9404,-2.64076,-0.19248,0.72955,-3.32484,1.84695,2.65067,-0.36282,,0.44019,-1.08335,,-0.29885,1.11076,-3.97396,1.67433,6.71361,-0.77127,-1.15114,1.79526,2.03271,0
-4.04201,1.58405,3.34144,,-0.45053,,1.24739,0.51837,-5.7284,-2.51707,0.97781,-0.39437,,-0.81518,-0.63455,-1.82879,0.20799,-0.05884,-1.253,,5.01214,,-4.69452,2.68605,0.4131,0
2.60295,2.73121,1.90283,-4.16431,-1.12844,,-0.16455,4.44269,-4.74924,-2.17939,-0.15043,-0.12086,,1.38364,0.04926,-5.4791,-0.59304,0.68025,1.93215,,-0.16507,0.85217,-1.35142,-11.86622,-2.4482,0
-5.06805,-1.97691,-1.04388,4.5572,0.28014,2.85767,-0.92161,-0.94431,-1.35591,0.65497,0.25278,-1.62436,0.31,-0.29888,-1.41485,,-1.67057,0.85008,-1.68006,0.58375,8.35167,-0.48807,-1.07179,8.01299,0.48338,0
-3.39358,-0.55582,-4.02702,2.56279,1.20163,-4.48495,0.67542,-0.66733,0.91119,0.04892,0.07566,-0.92151,,1.07829,0.43472,,0.20043,-1.59211,-3.55348,-0.99549,3.66714,,-1.66256,-5.20031,-1.47817,1
-0.46536,-1.40553,-1.0215,0.6363,0.52791,-1.61501,-0.72371,-3.22602,-1.89131,2.83231,0.11359,0.31805,,0.13818,,,-0.84697,-1.26278,-5.50534,0.26231,0.90755,,-4.89664,1.43844,,0
-1.92428,0.06043,1.92959,-4.38603,0.46357,-0.26476,2.32211,-3.14374,-2.03559,0.85637,-1.71717,0.21135,,0.81308,-0.38281,-3.03409,0.2096,-0.72914,-4.43181,,-0.31758,,-5.95585,1.48979,,0
0.51667,-0.02046,2.03544,-2.80715,-2.50283,2.39745,0.15947,-0.17536,-1.33649,1.70252,0.67641,-0.65357,-1.43498,0.63018,1.049,-2.01505,0.58826,-2.09488,0.61441,0.57085,-1.74065,0.09087,-1.46903,0.03653,,0
-0.50662,0.51734,2.93668,-4.11522,0.65479,-0.51223,1.55228,0.10697,-0.54374,1.02915,-0.35795,0.1768,-0.25656,0.15517,-0.11597,-0.67394,0.01221,0.90378,-2.7767,-0.08779,0.52734,,0.12462,-1.38688,,0
-1.70699,-1.64769,0.16225,3.86441,-0.94377,0.32012,-1.59865,0.90704,-3.68852,-0.78651,1.34768,-0.00681,,-0.12214,-0.30097,0.07646,-0.75584,0.52915,0.3267,-0.16818,,-1.10226,-0.97795,3.21535,0.85313,0
-4.465,-6.26984,-3.40358,12.08626,0.21663,,-1.43346,-0.83403,0.56248,-2.32216,0.22504,-0.53768,,0.86989,,,0.63588,0.12403,0.7924,-0.29915,,,2.4166,7.92003,2.81345,0
2.17246,1.0634,-0.64501,2.10699,-0.28516,-2.84263,1.13927,0.50837,-0.61139,-1.75555,-0.44015,-1.25302,,1.71628,-0.69766,-0.95507,0.04043,-1.0366,1.71692,0.06443,-3.94281,0.70776,-0.14919,-1.63263,,0
1.04834,-0.44895,0.38651,2.25893,1.91954,,1.31958,-0.28995,-2.38094,-1.83841,1.18031,0.15734,,-0.74844,,-1.92015,-2.80088,0.83554,3.15246,-0.0373,-1.79876,,-3.51844,4.59883,2.13894,0
,2.91176,3.20837,-7.1832,1.6549,-1.62539,0.48897,-1.02339,-4.22419,4.32672,-1.5962,0.36751,-0.50238,-1.56945,-0.47123,,0.27854,-0.51076,-6.45876,1.80315,0.5888,-0.16873,-7.59389,-3.77402,0.35314,0
1.39606,0.29979,0.75694,3.8898,1.1265,,2.19238,3.39911,0.34743,-2.56253,0.71625,-0.56465,,-0.56789,,0.44538,0.5197,1.07785,5.09114,-0.48282,-1.85695,,4.18449,-0.31436,2.75232,0
-1.63872,0.58646,5.7805,-8.24111,1.67354,0.14366,0.34624,0.54918,0.5374,3.96232,0.79951,-1.01488,,0.69437,-0.03214,0.55888,-0.12673,-1.07816,-6.28552,-0.0365,,0.35992,2.36396,-2.62671,-2.21944,0
-3.47332,3.66391,1.79158,-5.54896,0.75749,-1.23333,0.96876,-0.86508,-3.11417,2.83679,-1.28349,-1.4706,-0.74676,0.04129,,-2.6594,1.04968,1.9282,-4.24619,0.61345,0.04863,,-7.60023,-3.49637,,0
1.24681,,0.77902,-3.47471,1.00986,,-1.8097,1.71839,-0.55057,-0.11012,0.33814,0.17171,,1.52626,,,0.83466,-1.71996,0.74399,,-2.02725,-0.3178,-0.8278,-5.29333,,0
2.60413,-3.08102,3.67562,-2.54509,-5.31401,5.68085,0.49073,0.63262,0.54779,1.66402,-0.41589,-0.70976,-0.37698,-1.04559,,,0.61577,-0.4951,2.37109,-0.84617,-0.96405,1.541,5.2791,2.4575,-0.25504,0
0.52126,,-0.27112,4.99854,-1.17356,1.60429,1.409,0.55539,-0.67552,1.57947,1.05049,1.16309,,1.00296,,0.4848,-0.55001,0.81427,0.51743,,,,3.1308,3.42092,0.34737,0
-0.20141,-2.2174,0.39842,-0.02791,-2.92658,,0.36274,-3.79277,1.45254,-1.0718,1.27591,0.84178,,0.1907,,-0.60905,1.19013,1.06977,-0.67802,-0.59992,-2.98215,-0.39369,-0.29509,5.98487,1.16336,0
,1.88201,-1.24235,,-1.03986,,0.73578,-1.10244,-0.05726,-0.8242,-0.40387,0.92763,0.56986,1.04087,,-0.47535,0.36695,-0.38284,0.26575,-1.36029,-3.5593,1.63547,-2.1847,-0.84958,1.31072,0
2.42573,3.21931,0.13823,-1.71243,2.63102,-0.74615,-2.30772,1.20076,1.89598,-2.71628,1.31792,1.119,,0.59467,-0.31494,,-0.68648,-0.14233,5.48816,0.0355,-7.72382,0.06651,-0.57714,-2.07141,,1
,-2.84657,-2.50058,8.96327,-0.21375,-1.58839,-1.21394,3.07613,-1.12106,-1.03734,-0.73788,-0.94901,-1.14403,0.67753,1.05319,2.89135,-0.75388,-1.6426,2.02673,1.20284,6.53228,-0.56412,4.7802,0.80289,0.6152,1
-0.27819,-0.09903,1.76564,-2.62234,-0.10964,1.06892,-0.16224,0.51348,-3.50081,2.27034,-0.84245,0.67854,,1.16266,0.65054,-0.82345,1.16027,-0.59556,-2.39191,0.46601,4.05984,2.09062,-2.48349,-0.63121,-1.60888,0
1.01804,3.98343,-0.24319,-4.52264,3.71998,0.51989,0.81557,-0.0927,-1.70218,-0.16301,1.01852,-0.97712,,1.38585,1.1894,,0.31045,0.47045,1.51325,0.79841,-2.77341,-2.18033,-6.77905,-1.77745,-1.50159,0
-2.30937,0.27397,4.95673,,-2.57506,,1.04594,-1.25721,-2.57773,-0.80692,-0.04111,1.04754,,0.07119,-0.84986,,-0.61905,-0.70259,-5.43238,,3.41024,-0.44197,1.84522,6.24685,1.5684,0
1.01185,-2.86317,0.89849,-1.02037,-0.42644,1.292,-0.56867,-3.50085,0.03262,0.21227,-0.68525,1.85308,0.99151,-0.70215,,-1.16289,-1.7256,-1.20366,-2.49113,-0.82373,-1.12173,,-1.44332,4.97691,-0.72769,0
-2.86708,2.44662,-0.94299,-2.31925,-0.08984,-3.7501,-0.28929,-1.37088,2.78433,-2.20427,-0.69672,1.19261,,0.80447,1.69966,-0.01775,1.51939,2.09647,-3.03869,0.76324,-1.77204,-0.50439,0.09314,-4.19619,-0.78758,1
-2.87549,-0.67155,0.75048,2.60867,-1.23099,,-0.86556,0.98124,-1.16967,0.58207,-0.39444,-0.24388,,0.15888,,2.31304,-0.17709,-0.94785,-2.76074,1.92858,5.20783,,2.36615,0.73189,1.2805,0
-0.71847,0.66108,6.75408,-10.51802,3.36319,0.166,1.1672,1.0231,0.70711,1.06243,0.51956,0.32164,-0.44762,-1.11573,,-3.31982,0.51799,0.9665,-2.52889,-0.8474,-0.76073,,0.88696,-3.6908,,0
-3.86909,0.75541,0.59387,-4.87317,0.97468,2.65416,-1.18309,-1.14321,2.45355,1.2064,-0.3634,0.57284,1.09707,0.7978,0.51271,,0.50565,-0.62753,-0.66001,,0.24538,-0.10934,-2.00506,-0.49529,,1
0.61646,,2.68837,-2.49198,1.14592,,-1.20565,-0.97142,2.00362,-1.20104,0.31855,-0.60306,,-0.05365,,-1.35481,-2.09374,-0.51165,0.47959,0.88452,-5.24064,,1.06521,1.60171,1.53255,0
1.59861,1.3071,-0.91704,2.41859,3.64378,,1.74694,0.76447,-0.05339,-3.32119,1.71874,0.99132,1.12735,-1.32389,,-1.10847,-1.5382,0.73899,6.38333,-1.01053,,,-2.35748,3.30143,,0
0.24303,-1.16316,1.73953,,-0.22618,,0.51623,-1.63705,0.24251,1.17932,0.03699,-2.34989,-1.13781,-0.81187,-0.53153,,-0.22279,0.38418,-1.22925,,-1.77027,,-0.79007,2.44027,,0
,0.96183,2.15293,-0.98383,-0.61989,-3.57088,0.76335,1.71274,-3.0442,-0.69063,-1.2326,-0.3376,0.95843,-1.00834,-0.32543,-2.12291,-1.80316,2.23187,-0.79712,,-0.93196,,-0.02413,-4.21831,0.90694,0
-0.45733,0.11733,-0.93385,2.53097,0.04665,,-0.50687,-0.11722,-2.88346,-0.28372,0.99023,-0.03244,,0.83208,,,0.60968,0.48592,0.40033,,1.91722,0.50466,-3.22473,2.24789,1.15967,0
2.11191,2.2538,-1.24347,,0.14227,-2.2464,-0.54655,1.30229,-1.8139,0.28563,-0.47619,1.52248,,-0.76709,,0.23387,1.30414,-0.06111,1.15309,-0.23726,,,-1.43534,-2.59708,,0
-0.13376,1.06422,-2.09148,3.75585,0.31432,-0.00788,-0.38931,0.16036,-0.82436,-1.249,0.0166,0.15346,,-0.38917,,1.42593,0.55339,-1.25678,2.07609,1.33841,0.05555,,-1.43185,2.36053,,0
,1.6584,1.60786,-3.80068,0.22922,-1.41848,0.68865,1.06808,-3.67595,-0.55068,0.71109,1.71174,,1.27805,,,-1.23182,1.87023,0.54673,0.75964,-1.26666,,-4.14137,-4.53696,-1.03066,0
0.77192,-0.81669,0.78765,4.10455,0.66164,-0.48245,-0.98806,1.64439,-0.59766,-3.12622,-1.37148,1.14476,,-1.29507,-1.81721,-0.43873,0.60392,0.09977,4.63882,,-1.43012,1.21133,1.87873,3.18877,,0
-0.46854,-0.9248,1.77653,-1.80524,-1.41605,,-0.34018,1.87064,-1.22107,3.14607,0.10871,0.88185,,-0.17997,,,-0.6383,1.12042,1.75939,-1.89617,0.68531,,-0.45397,-2.51455,1.031,0
-0.62087,-1.8046,-0.09199,6.01039,-1.98787,-0.9254,0.99136,0.62935,-0.90997,-2.079,0.92035,1.01495,-0.32384,-2.87591,-0.00661,1.13724,,1.27674,1.60883,0.1684,,,2.69204,3.83674,,0
-0.66252,-2.13238,2.47313,-1.16531,-2.72958,1.95507,-1.04816,-3.12503,2.74546,0.25257,-1.60747,-1.9529,,-0.70948,,0.7118,1.69185,-0.50194,-2.04435,0.19359,-3.26038,,2.77656,5.72435,,0
0.9047,2.72434,-1.85719,-0.42791,2.56674,0.41513,1.56053,-0.89709,-2.63792,-1.86058,-1.06461,-0.75716,0.4945,0.26995,0.20256,-2.70997,0.11735,0.81327,3.29856,,-3.06865,,-8.05564,1.20692,0.35875,0
3.69226,-0.39127,0.49355,,0.857,-0.76762,0.15724,-0.42017,-2.92578,-2.38971,-0.10225,-0.48236,,0.46178,,-4.03529,0.62782,-0.39061,3.88151,1.70835,-5.15143,-0.569,-4.003,2.20159,2.26611,0
2.36055,2.94658,4.30027,,-3.20736,3.75678,0.20455,-2.84198,-0.90796,0.45808,0.55277,-0.30112,-0.61503,-1.2915,,-3.03694,-0.4006,-0.07416,-0.72121,,-7.37379,,-4.10179,0.99126,-0.33138,0
0.72317,0.6689,1.58199,-0.71181,-0.70773,,1.47531,1.78968,-3.16242,0.12904,0.44864,1.46782,,-0.63905,,-1.21221,-0.0295,1.53869,-1.18336,-1.87602,1.67256,,-0.23226,-3.55408,,0
0.52161,0.87965,-0.41047,,-0.22556,,-1.72112,1.03446,-3.35069,-1.00928,0.11184,-0.7138,,-0.74885,-0.72061,-1.42114,-1.23218,-0.67684,0.75062,,0.71989,,-2.5963,-1.44939,1.06368,0
-3.44897,-2.053,1.30936,,-1.59688,,1.06344,0.5237,-1.23192,-0.34288,-0.99777,-0.10779,0.22322,0.14486,,-2.33684,1.47873,0.27572,1.52642,0.18544,2.65003,,-0.7244,1.76263,1.55268,0
-0.28182,,1.13956,-0.58923,-1.0312,-0.61957,1.77561,0.73849,1.03281,-0.87603,0.83254,-0.45875,,1.77703,0.91749,0.4999,-0.53019,0.21782,0.15719,-0.61549,-0.71396,,2.81241,-1.04006,0.39536,0
,0.49234,-0.45222,2.39028,2.73412,,-1.35022,0.41491,-0.20442,-0.57407,0.78396,-0.53571,-0.48062,0.17766,1.62707,,-0.40839,1.33809,2.72016,,0.47709,0.25794,-1.33827,4.61752,1.4393,0
1.7623,1.68975,3.71228,-5.13738,-2.78206,-4.95948,-1.21776,2.26546,-1.04517,0.01521,0.02258,-1.24699,0.37685,0.89202,,-2.23128,-0.82621,-2.28526,-3.37699,1.17472,-1.72323,-0.11595,3.66609,-9.95819,,0
2.75052,,-0.95239,4.43899,1.98701,-1.82901,-0.52632,1.72956,-2.95082,-2.53365,0.24942,-0.74739,-1.19917,-0.23759,-0.92665,-2.07473,-0.64483,0.8281,5.44455,,-3.36655,1.98289,-2.92251,0.85357,,0
-1.91545,-2.99184,-1.69663,4.30494,1.35424,-1.59612,0.30767,-3.02375,0.54604,0.8265,-0.59359,-0.34898,,-0.32467,,1.16623,0.46307,-0.60793,-4.0703,0.01708,2.10222,,-1.13291,4.80641,1.39986,0
3.1387,1.42068,4.53767,-5.42431,5.43868,0.73209,1.46092,2.41048,-1.3485,-1.70868,0.51899,0.88736,,0.54675,-0.21765,-4.85746,-0.6777,-1.53491,5.43466,0.33571,-5.1848,-0.03632,-2.26135,-0.77162,-0.6385,0
1.97823,,1.0733,-1.83856,3.15537,,-0.95152,1.45221,-1.87204,-0.53489,-0.35144,0.7828,-0.51472,-0.33707,-0.06418,-1.6362,-0.99782,-0.87085,3.12148,0.11371,-2.35549,-0.67839,-3.07772,-0.42418,,0
-4.8816,-4.53971,-3.67148,11.25027,1.41722,-3.0086,1.05279,-0.59248,-0.2368,0.31838,-0.69793,-0.39958,,2.0815,,,-0.9548,-0.33183,-2.22552,,7.2299,,0.71391,4.89385,3.60679,0
-0.70589,-3.36591,0.16734,2.19039,-1.66086,,-0.36128,-1.6322,-0.19234,2.08164,-0.90752,-1.94902,0.54221,0.28381,-0.31945,-0.41601,0.49541,-0.21826,-2.18948,0.22786,1.14692,,0.22224,2.79285,1.76654,0
0.02052,-0.4593,2.33254,-0.51267,-2.30924,1.63067,0.46981,0.35498,-1.11392,1.52089,0.62809,0.00862,,-0.53469,,0.88058,-1.49714,-0.51227,-0.75688,0.34604,0.74687,-0.95447,1.56452,1.92547,1.65022,0
1.30744,-1.4658,3.34074,-0.28952,0.42573,-0.63317,2.39956,0.34249,0.93735,-2.68279,-0.32033,0.26945,-0.91101,-0.77254,,-2.29791,-0.59117,-1.49976,2.70996,3.85897,-4.45784,,2.74368,2.25911,,0
0.92655,2.41153,-0.92653,-0.09089,1.0033,-1.15753,0.42777,0.3689,-1.78436,-1.47688,1.26934,-0.08764,,0.65542,,-0.99119,0.04751,-0.95365,1.54384,0.26123,-1.65693,,-3.38369,-1.23633,,0
1.77523,-0.32946,0.14155,4.59532,1.08394,-1.48516,-1.26154,0.66044,-2.7077,-0.53545,-0.64301,-0.59528,,-0.195,,-0.18657,-0.62516,0.16531,1.82357,-1.19716,,-0.92285,-1.33654,3.13262,,0
0.25728,0.54374,3.30497,-3.48621,-4.03982,-5.1466,-0.00607,2.60863,-5.24766,3.04024,0.86394,-1.38864,0.08811,1.05829,-0.74531,-0.8314,-0.44064,-1.2398,-7.93623,-1.00354,6.26372,,1.90165,-10.05319,-1.68583,0
1.99733,,1.06052,0.91295,4.56548,0.75055,-0.28299,0.64581,-4.9746,-0.04131,1.0266,1.50543,,0.46222,1.69092,-2.79554,-0.62033,1.9387,3.14361,-1.16785,-0.70893,,-6.87485,4.00219,1.67714,0
-2.68033,,-0.96236,1.00254,1.95811,-0.8327,1.45233,-0.53066,-3.15745,-0.67799,-1.26213,0.04008,,0.15686,-1.11246,-2.39972,-1.18342,0.29739,-0.20182,-1.6123,2.64035,,-6.28164,0.91784,0.34657,0
,0.58847,-1.74486,5.19652,-0.76124,-0.72416,-0.25713,1.91858,0.8819,-3.159,1.1677,-0.08666,-0.59863,0.46817,,,0.81472,0.43667,4.25541,-0.27392,0.32904,,2.73059,0.84216,2.24222,0
1.52582,1.03032,-0.64275,,-0.57556,-2.34098,0.8051,1.4859,-0.05239,-3.14053,-1.23394,0.41248,,1.2281,-0.3952,,1.78397,-0.42759,3.89626,,-3.63165,,1.39699,-1.08554,2.71222,0
2.91755,2.48335,-1.12185,3.15077,2.3157,-1.14123,1.5894,2.26565,0.25987,-2.94289,-2.18308,-0.36387,-0.80785,0.91856,0.97535,,1.36127,0.62178,6.8351,,,0.4474,-0.00166,-0.19396,3.02717,0
-0.79033,-1.93478,-0.68167,6.49965,2.08434,-1.20053,2.64298,0.91217,-0.26852,-2.49569,1.55731,1.24812,,-0.77698,,3.20872,0.77331,-0.19351,0.78116,1.38465,4.17377,,3.25219,5.41657,0.75402,1
-3.25406,-1.18109,1.15785,,-3.8065,2.98687,1.97041,2.63964,0.64226,1.81259,0.90192,0.44577,,-0.07811,1.26886,-2.12034,0.84984,1.1471,4.71682,,0.02319,,1.95536,-1.72888,,0
